date_update,provinsi,kabupaten_kota,kecamatan        ,kelurahan,alamat  ,total_odp,total_pdp,total_positif,positif_sembuh,positif_dirawat,positif_isolasi,positif_meninggal,total_otg,odr_total,total_pp,total_ppdt,source_link,,,
2020/09/04,Jawa Tengah,Banjarnegara,Karangkobar    ,Purwodadi         ,      ,1        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Karangkobar    ,Sampang           ,      ,4        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Karangkobar    ,Slatri            ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,

2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Bantarwaru      ,      ,1        ,1        ,1            ,1             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Blitar  	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Clapar	      ,      ,1        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Dawuhan	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Gununggiana     ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Kaliurip	      ,      ,3        ,0        ,3            ,3             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Karanganyar     ,      ,0        ,2        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Kenteng	      ,      ,1        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Limbangan	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Madukara	      ,      ,0        ,0        ,2            ,2             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Pagelak	      ,      ,1        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Pakelen	      ,      ,0        ,1        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Pekauman	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Penawangan      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Petambakan      ,      ,0        ,1        ,1            ,1             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Rakitan	      ,      ,0        ,1        ,1            ,1             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Rejasa	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Sered	          ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Madukara         ,Talunamba	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,


date_update,provinsi,kabupaten_kota,kecamatan        ,kelurahan       ,alamat,total_odp,total_pdp,total_positif,positif_sembuh,positif_dirawat,positif_isolasi,positif_meninggal,total_otg,odr_total,total_pp,total_ppdt,source_link,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Banjengan	      ,      ,0        ,2        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Blimbing	      ,      ,1        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Candiwulan	  ,      ,1        ,0        ,1            ,1             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Glempang	      ,      ,0        ,1        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Jalatunda	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Kaliwungu	      ,      ,3        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Kebakalan	      ,      ,0        ,0        ,1            ,1             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Kebanaran	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Kertayasa	      ,      ,1        ,0        ,1            ,1             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Mandiraja Kulon ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Mandiraja Wetan ,      ,0        ,0        ,1            ,1             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,PanggisarI	  ,      ,0        ,0        ,5            ,5             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Purwasaba	      ,      ,1        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Salamerta	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Simbang		  ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Mandiraja        ,Somawangi	      ,      ,0        ,1        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,


2020/09/04,Jawa Tengah,Banjarnegara,Pagedongan       ,Duren   	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagedongan       ,Gentansari      ,      ,1        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagedongan       ,Gunungjati      ,      ,1        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagedongan       ,Kebutuhduwur    ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagedongan       ,Kebutuhjuran    ,      ,1        ,0        ,1            ,1             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagedongan       ,Lebakwangi      ,      ,0        ,1        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagedongan       ,Pagedongan      ,      ,1        ,1        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagedongan       ,Pesangkalan     ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagedongan       ,Twelagiri       ,      ,2        ,0        ,2            ,2             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,


2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Aribaya 	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Babadan 	      ,      ,1        ,0        ,0            ,0             ,0              ,               ,0                ,2        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Bantar  	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Gumingsir	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Kalitlaga	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Karangnangka    ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Karekan 	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Kasmaran	      ,      ,1        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Kayuares	      ,      ,1        ,0        ,3            ,3             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Larangan	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Majasari	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Metawana	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Nagasari	      ,      ,3        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Pagentan	      ,      ,3        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Plumbungan      ,      ,0        ,1        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Sokaraja	      ,      ,1        ,1        ,1            ,1             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pagentan         ,Tegaljeruk      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,


2020/09/04,Jawa Tengah,Banjarnegara,Pandanarum       ,Beji    	      ,      ,0        ,0        ,1            ,1             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pandanarum       ,Lawen	          ,      ,0        ,1        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pandanarum       ,Pandanarum	  ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pandanarum       ,Pasegeran	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pandanarum       ,Pingit lor	  ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pandanarum       ,Pringamba	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pandanarum       ,Sinduaji	      ,      ,0        ,0        ,0            ,0             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,



date_update,provinsi,kabupaten_kota,kecamatan        ,Kelurahan       ,alamat,total_odp,total_pdp,total_positif,positif_sembuh,positif_dirawat,positif_isolasi,positif_meninggal,total_otg,odr_total,total_pp,total_ppdt,source_link,,,
2020/09/04,Jawa Tengah,Banjarnegara,Pejawaran        ,         ,      ,2        ,0        ,7            ,7             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,

2020/09/04,Jawa Tengah,Banjarnegara,Punggelan        ,         ,      ,20       ,3        ,7            ,5             ,2              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Purwanegara      ,         ,      ,4        ,2        ,12           ,12            ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Purwareja Klampok,         ,      ,9        ,2        ,9            ,9             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Rakit            ,         ,      ,0        ,20       ,8            ,12            ,0              ,               ,0                ,1        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Sigaluh          ,         ,      ,4        ,8        ,2            ,6             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Susukan          ,         ,      ,4        ,4        ,2            ,2             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Wanadadi         ,         ,      ,0        ,9        ,2            ,6             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,
2020/09/04,Jawa Tengah,Banjarnegara,Wanayasa         ,         ,      ,2        ,7        ,4            ,2             ,0              ,               ,0                ,0        ,         ,        ,          ,http://corona.banjarnegarakab.go.id/,,,

