scrape_date,types,user_pic,date_update,provinsi,kabkot,kecamatan,kelurahan,alamat,total_odp,total_pdp,total_positif,positif_sembuh,positif_dirawat,positif_isolasi,positif_meninggal,total_otg,total_pp,total_ppdt,source_link
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pagentan,Karekan,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pagentan,Kasmaran,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pagentan,Kayuares,,1,0,3,3,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pagentan,Larangan,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pagentan,Majasari,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pagentan,Metawana,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pagentan,Nagasari,,3,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pagentan,Pagentan,,3,1,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pagentan,Plumbungan,,0,1,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pagentan,Sokaraja,,1,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pagentan,Tegaljeruk,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pandanarum,Beji,,0,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pandanarum,Lawen,,0,1,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pandanarum,Pandanarum,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pandanarum,Pasegeran,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pandanarum,Pingit lor,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pandanarum,Pringamba,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pandanarum,Sinduaji,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Biting,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Condongcampur,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Darmayasa,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Gembol,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Giritirta,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Grogol,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Karangsari,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Pegundungan,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Pejawaran,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Penusupan,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Ratamba,,0,0,2,2,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Sarwodadi,,0,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Semangkung,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Sidengok,,0,0,4,4,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Sirongge,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Pejawaran,Tlahab,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Badakarya,,2,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Bondolharjo,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Danakerta,,0,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Jembangan,,2,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Karangsari,,0,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Kecepit,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Klapa,,4,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Mlaya,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Pasuruhan,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Petuguran,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Punggelan,,0,1,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Purwasana,,1,1,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Sambong,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Sawangan,,3,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Sidarata,,0,1,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Tanjungtirta,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Tlaga,,2,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Tribuana,,2,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Punggelan,Wonosari,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Danaraja,,0,0,3,3,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Gumiwang,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Kaliajir,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Kalipelus,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Kalitengah,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Karanganyar,,0,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Kutawuluh,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Merden,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Mertasari,,1,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Parakan,,0,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Petir,,1,1,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Pucungbedug,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwanegara,Purwanegara,,0,1,4,4,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwareja Klampok,Kalilandak,,5,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwareja Klampok,Kalimandi,,1,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwareja Klampok,Kaliwinasuh,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwareja Klampok,Kecitran,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwareja Klampok,Klampok,,0,0,5,5,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwareja Klampok,Pagak,,2,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwareja Klampok,Purwareja,,1,0,3,3,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Purwareja Klampok,Sirkandi,,0,2,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Adipasir,,0,0,5,5,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Badamita,,0,1,2,2,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Bandingan,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Gelang,,0,0,0,0,0,,0,1,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Gumelem wetan,,0,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Kincang,,0,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Lengkong,,0,0,2,2,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Luwung,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Pingit,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Rakit,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Situwangi,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Rakit,Tanjunganom,,0,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Bandingan,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Bojanegara,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Gembongan,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Kalibenda,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Karangmangu,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Kemiri,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Panawaren,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Prigi,,2,0,2,2,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Randegan,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Sawal,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Sigaluh,,0,0,2,2,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Singamerta,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Sigaluh,Tunggara,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Berta,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Brengkok,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Derik,,0,0,2,2,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Dermasari,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Gumelem kulon,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Gumelem wetan,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Karangjati,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Karangsalam,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Kedawung,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Kemranggon,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Panerusan kulon,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Panerusan wetan,,3,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Pekikiran,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Piasa wetan,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Susukan,Susukan,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanadadi,Gumingsir,,0,0,2,2,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanadadi,Kandangwangi,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanadadi,Karangjambe,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanadadi,Karangkemiri,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanadadi,Kasilib,,0,1,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanadadi,Lemahjaya,,0,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanadadi,Linggasari,,0,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanadadi,Medayu,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanadadi,Tapen,,0,0,2,2,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanadadi,Wanadadi,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanadadi,Wanakarsa,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanayasa,Balun,,1,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanayasa,Jatilawang,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanayasa,Kubang,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanayasa,Pagergunung,,1,0,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanayasa,Pandansari,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanayasa,Pesantren,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanayasa,Suwidak,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanayasa,Tempuran,,0,1,1,1,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanayasa,Wanaraja,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
2020-11-25,kelurahan,Alfie Qashwa,2020-09-04,Jawa Tengah,Banjarnegara,Wanayasa,Wanayasa,,0,0,0,0,0,,0,0,,,http://corona.banjarnegarakab.go.id/
